event_id,event_title,event_date,article_count,unique_outlet_count,outlets_covering,representative_headline,event_summary,cluster_confidence,is_low_quality_event
EVT_01977,"Indian Army athletes secured 16 medals at the recent CWG. These included 8 gold, 7 silver, and 1 bronze medal. 2 Indian Navy personnel also contributed silver medals in weightlifting.",2026-08-03,1,1,['the_times_of_india'],"Indian Army athletes secured 16 medals at the recent CWG. These included 8 gold, 7 silver, and 1 bronze medal. 2 Indian Navy personnel also contributed silver medals in weightlifting.","Indian Army athletes secured 16 medals at the recent CWG. These included 8 gold, 7 silver, and 1 bronze medal. 2 Indian Navy personnel also contributed silver medals in weightlifting.
NEW DELHI: In the recently-concluded Commonwealth Games 2026 in Glasgow, Indian military personnel have a lionâs sha...",1.0,False
EVT_01978,"Second theft at Lucknow ACP's house in 5 months; burglars escape with cash, other valuables",2026-08-03,1,1,['hindustan_times'],"Second theft at Lucknow ACP's house in 5 months; burglars escape with cash, other valuables","Second theft at Lucknow ACP's house in 5 months; burglars escape with cash, other valuables
After returning from duty on Sunday, Ranjit Kumar found the main room open. A search revealed that burglars had broken into the ground-floor portion.
Burglars struck a house occupied by an assistant commissio...",1.0,False
EVT_01979,'Want to place NEET question paper safeguards on record': Centre tells SC,2026-08-03,1,1,['the_times_of_india'],'Want to place NEET question paper safeguards on record': Centre tells SC,"'Want to place NEET question paper safeguards on record': Centre tells SC
Edited by: Karan Manral / TIMESOFINDIA.COM / Updated: Aug 03, 2026, 19:55 IST
Comments
Share
AA
Text Size
Small
Medium
Large
Representative image
NEW DELHI: The Centre on Monday told the Supreme Court that it wants to place on...",1.0,False
EVT_01980,"Vishwesh Negi, 2002-batch IFS officer, appointed next ambassador of India to Iran",2026-08-03,1,1,['hindustan_times'],"Vishwesh Negi, 2002-batch IFS officer, appointed next ambassador of India to Iran","Vishwesh Negi, 2002-batch IFS officer, appointed next ambassador of India to Iran
Vishwesh Negi, presently Joint Secretary in the Ministry, has been appointed as the next Ambassador of India to the Islamic Republic of Iran.
He is expected to assume charge shortly, the Ministry of External Affairs sa...",1.0,False
EVT_01981,From Jan Suraaj's zero to Bankipur victory: What changed for Prashant Kishor in Bihar within months,2026-08-03,1,1,['hindustan_times'],From Jan Suraaj's zero to Bankipur victory: What changed for Prashant Kishor in Bihar within months,"From Jan Suraaj's zero to Bankipur victory: What changed for Prashant Kishor in Bihar within months
Prashant Kishor's debut in Bankipur bypoll marked a political turnaround, ending BJP's 30-year dominance in seat last held by party president Nitin Nabin.
From a big zero for his Jan Suraaj Party in t...",1.0,False
EVT_01982,Delhi to open Ghazipur modern poultry market by December amid wider revamp,2026-08-03,1,1,['india_today'],Delhi to open Ghazipur modern poultry market by December amid wider revamp,"Delhi to open Ghazipur modern poultry market by December amid wider revamp
From a Rs 193-crore poultry hub nearing completion to new grain market sheds, Delhi is expanding its agricultural infrastructure while planning a phased modern flower market at Ghazipur.
Delhi is set for a major overhaul of i...",1.0,False
EVT_01984,"NEW DELHI: Rashtriya Swayamsevak Sangh (RSS) leader Atul Limaye has alleged that the Cockroach Janata Party (CJP)-led protest over the NEET-UG paper leak evolved into an ""experiment for alternative politics"", claiming that several political, student,...",2026-08-03,1,1,['the_times_of_india'],"NEW DELHI: Rashtriya Swayamsevak Sangh (RSS) leader Atul Limaye has alleged that the Cockroach Janata Party (CJP)-led protest over the NEET-UG paper leak evolved into an ""experiment for alternative politics"", claiming that several political, student,...","NEW DELHI: Rashtriya Swayamsevak Sangh (RSS) leader Atul Limaye has alleged that the Cockroach Janata Party (CJP)-led protest over the NEET-UG paper leak evolved into an ""experiment for alternative politics"", claiming that several political, student, labour and civil society organisations joined the...",1.0,False
EVT_01985,No FIR against girl who abused PM Modi at Jantar Mantar protest by Delhi Police yet: Report,2026-08-03,1,1,['hindustan_times'],No FIR against girl who abused PM Modi at Jantar Mantar protest by Delhi Police yet: Report,"No FIR against girl who abused PM Modi at Jantar Mantar protest by Delhi Police yet: Report
After the FIR was filed against the girl, she apologized on video and said that she “came under the influence of some people at the protest”.
No FIR has been filed by the Delhi Police against the 15-year-old ...",1.0,False
EVT_01986,"Don't look at Bangladesh or Nepal, follow Gandhi: CJP chief Abhijeet Dipke",2026-08-03,1,1,['india_today'],"Don't look at Bangladesh or Nepal, follow Gandhi: CJP chief Abhijeet Dipke","Don't look at Bangladesh or Nepal, follow Gandhi: CJP chief Abhijeet Dipke
Abhijeet Dipke said Indian student protesters should follow Gandhi's peaceful path, not Bangladesh or Nepal. He used the interview to press for NEET relief, recruitment reforms and higher priority for education.
Cockroach Jan...",1.0,False
EVT_01987,"Security forces on Monday (August 3, 2026) claimed to have “foiled a terror conspiracy” after a local, carrying posters describing August 15 and August 5 as “black day” and August 14 as “Youm e azadi” (day of independence), was arrested from south Ka...",2026-08-03,1,1,['the_hindu'],"Security forces on Monday (August 3, 2026) claimed to have “foiled a terror conspiracy” after a local, carrying posters describing August 15 and August 5 as “black day” and August 14 as “Youm e azadi” (day of independence), was arrested from south Ka...","Security forces on Monday (August 3, 2026) claimed to have “foiled a terror conspiracy” after a local, carrying posters describing August 15 and August 5 as “black day” and August 14 as “Youm e azadi” (day of independence), was arrested from south Kashmir’s Pulwama. He was also carrying a live grena...",1.0,False
EVT_01988,"As India gears up to celebrate Independence Day, Hindustan Times takes a nostalgic journey through history with a special series revisiting some of the most iconic Independence Day speeches delivered by India's Prime Ministers.In the second episode, ...",2026-08-03,1,1,['hindustan_times'],"As India gears up to celebrate Independence Day, Hindustan Times takes a nostalgic journey through history with a special series revisiting some of the most iconic Independence Day speeches delivered by India's Prime Ministers.In the second episode, ...","As India gears up to celebrate Independence Day, Hindustan Times takes a nostalgic journey through history with a special series revisiting some of the most iconic Independence Day speeches delivered by India's Prime Ministers.In the second episode, we revisit Jawaharlal Nehru's last-ever Independen...",1.0,False
EVT_01989,"Ujjwal Nikam flags delay in acquittal appeals, seeks timely justice",2026-08-03,1,1,['hindustan_times'],"Ujjwal Nikam flags delay in acquittal appeals, seeks timely justice","Ujjwal Nikam flags delay in acquittal appeals, seeks timely justice
Nikam cited a Supreme Court observation that as of March 25, 2025 more than seven lakh criminal appeals remained pending in high courts
Prominent public prosecutor and Rajya Sabha MP Ujjwal Nikam on Monday raised the concern of dela...",1.0,False
EVT_01990,FSSAI suspended a Tripura water company's license and banned a Punjab supplement. Inspections revealed serious food safety and regulatory violations at the water facility.,2026-08-03,1,1,['the_times_of_india'],FSSAI suspended a Tripura water company's license and banned a Punjab supplement. Inspections revealed serious food safety and regulatory violations at the water facility.,"FSSAI suspended a Tripura water company's license and banned a Punjab supplement. Inspections revealed serious food safety and regulatory violations at the water facility.
NEW DELHI: The Food Safety and Standards Authority of India (FSSAI) has suspended the licence of a packaged drinking water manuf...",1.0,False
EVT_01991,"Multiple Delhi schools receive bomb threats, search ops on",2026-08-03,1,1,['hindustan_times'],"Multiple Delhi schools receive bomb threats, search ops on","Multiple Delhi schools receive bomb threats, search ops on
Authorities said all safety protocols are in place and no suspicious objects have been found so far.
Multiple schools across Delhi received bomb threats on Monday, triggering security checks by Delhi Police.
Authorities said all safety proto...",1.0,False
EVT_01992,"An extremely rare pregnancy that developed outside the uterus, deep inside the abdomen near the kidneys (Representative image)",2026-08-03,1,1,['the_times_of_india'],"An extremely rare pregnancy that developed outside the uterus, deep inside the abdomen near the kidneys (Representative image)","An extremely rare pregnancy that developed outside the uterus, deep inside the abdomen near the kidneys (Representative image)
NEW DELHI: Doctors in Delhi have successfully treated a woman diagnosed with an extremely rare pregnancy that developed outside the uterus, deep inside the abdomen near the ...",1.0,False
EVT_01993,Odisha seeks Centre's help for UNESCO’s Intangible Cultural Heritage of Humanity tag for Rath Yatra,2026-08-03,1,1,['hindustan_times'],Odisha seeks Centre's help for UNESCO’s Intangible Cultural Heritage of Humanity tag for Rath Yatra,"Odisha seeks Centre's help for UNESCO’s Intangible Cultural Heritage of Humanity tag for Rath Yatra
Bhubaneswar, The Odisha government has sought the Centre's support for nominating Puri's Jagannath Rath Yatra on UNESCO's List of the Intangible Cultural Heritage of Humanity, officials said on Monday...",1.0,False
EVT_01994,"SC narrows caveat, says states can withdraw FIRs on protesters; CJP reacts",2026-08-03,1,1,['hindustan_times'],"SC narrows caveat, says states can withdraw FIRs on protesters; CJP reacts","SC narrows caveat, says states can withdraw FIRs on protesters; CJP reacts
The court, in its July 28 order, had said that cases could be withdrawn against student protesters, except those with criminal antecedents.
The Supreme Court on Monday reiterated and clarified aspects of its July 28 order on ...",1.0,False
EVT_01995,SC nudges ED to consider releasing funds from frozen TMC accounts,2026-08-03,1,1,['hindustan_times'],SC nudges ED to consider releasing funds from frozen TMC accounts,"SC nudges ED to consider releasing funds from frozen TMC accounts
The court asked ED to obtain instructions and revert after a week, while clarifying that it was not expressing any opinion on the merits of the dispute.
The Supreme Court on Monday urged the Enforcement Directorate (ED) to consider re...",1.0,False
EVT_01996,Former IATA chief Willie Walsh takes charge as IndiGo CEO,2026-08-03,1,1,['hindustan_times'],Former IATA chief Willie Walsh takes charge as IndiGo CEO,"Former IATA chief Willie Walsh takes charge as IndiGo CEO
Willie Walsh has held leadership positions at several respected aviation organisations including CEO of British Airways (2005-2011), CEO of International Airlines Group (2011- 2020)
Former International Air Transport Association (IATA) chief ...",1.0,False
